head	rel	tail
u-ACxJcxfJyAiEqMvOlx1EYQ	CATAPULTS_TO	u-O0evs8847ecEkeFMEuK4PA
r-v5-nIikyTAbkdjNLc4PwvA	GETTING_FROM	r-v3iBePMr1cUvWY7lKlQUHA
u-_mYPXgWtuM3oC4GnOqq94A	VISITED_ON	r-nWULDQaeQQYo6meLdQHjDg
r-MoTK23PBtjFw0L2ZHR2_ZQ	FINISH	r-Ffh-VI2ylOZ5zgryD9mWcQ
Roti	DROVE_FROM	r-2T2WRcX3E-5eobRfu3_xuw
r-zZ4R6EUYZzS6vfE3HdUzfA	REMEMBER_FROM	u-xneOtZp6CfskRuBEy3hIXw
u-iitgXaIW5PY82zgj6lxLpw	VISITED_ON	r-JckCEB5nmwsYAe8_0lhtCA
Boondi_Raita	REMEMBER_FROM	u-myT_nBsyzCWq5wmWtsDpBg
u-8-SNN-os_lWTxOdWFROIAA	FINISH	u-My4lpj7jhMnyajhRo5EiOg
u-qSelCpqKVH_zVgZG-eSHlg	FINISH	u-6mZhfYKwrn1zQgZUOoowHA
u-AOvL-UrNpwqxf9zBJ4mN_w	REMINDED	u-kXufUeBbx4fZDXYRrG0uoA
u-pXZu2slCZS3BbFyG_UCG5Q	PICKED	r-qFT1FDzlkROvoviFNSnmcw
Porridge	REMINDED	Hyderabadi_Chicken_Dum_Biryani
u-kwIhn1_cnQeUaLN0CuWWHw	FINISH	u-HgCv2lm-GuACRanD7bSqyA
u-ZNv8sAYX-1V2jEv2luBRAA	FINISH	r-oaEKD82bG2LEBCjyRp4DRw
u-kPhhm_zcIsNYYtQthLX92g	REMINDED	u-_uyl_vUs7HEhuif8yBmLyQ
u-X9sQEge15Ud_UyEoIk-l3A	REMINDED	u-cMzAjrLcAH3TwgPQhHippg
r-Hvt0_Olk85dp5cQmT_nyPg	VISITED_ON	r-JmaIRCVHRZZMkpacl6J2ng
Salmon_Tikka	VISITED_ON	Meetha_Paan
r-16EquhLtluC7UeZRWdxjiA	REMINDED	r-UntI3xtFEanyrjQQj92RDQ
r-sQIe34em95lyevtV-JZZ0w	REMEMBER_FROM	r--YrjHqIBv3iXtDP4Oho2-g
b-qcqDjeirxvdgW5kQVkEwSA	REMINDED	Fine
u-pmeGrUv6S22pf38FTRYCzg	REMINDED	Chili_Chicken
b-_X0M7EMx475KZSX9wAsmgg	REMEMBER_FROM	r-GOtM1eX3VOcuUg2k8tfAXQ
u-oVLfMJMXgqZBe8sMXySYHA	VISITED_ON	u-3zdB0SSrXIDIgsrOmhdUtQ
u-LyjEBN-9r5BLStzwBgIfXg	DROVE_FROM	u-1mWIqaYBzZAoz9dElYm9dw
r-FPMFEkI0-1L_UlqFaCmK2g	FINISH	r-k5wD35JnGogReU7qoQaB_A
r-sTMJZ_VALyB_RsKbkQLJPQ	FINISH	r-iGXNShcwGSOSjf2y-Sh5BQ
u-ZfKr-r9PXwROFlefzw_zzg	GETTING_FROM	r-qMXPW9dUvaoumWBZrFFE7w
r-8PwxXmRCuRSnTVd2mtCEnQ	FINISH	u-7T0d4MQpnu4inwcw9X_cvA
r-wSFlDWNPCtZisiAorhKEYg	FINISH	r-3e3AgLzKkk4D3rTj7EY29g
r-M-iu2gUr0IMi2rdT-wJDuQ	FINISH	Stellar
r-WEdz80wBehZ8obFe7UvB_A	FINISH	Halal
r-tDLlSdF_MNdN7IyvwXxTSQ	FINISH	u-L1m2pxoNxWeRZePpoK16EA
Tikki_Masala	REMEMBER_FROM	u-Ul42L3SbNiV0aB1eocj-KQ
r-BOWZDZOQKKVJxDsbDOCRrQ	FINISH	u-lZ-i-aJCaDgzB6cQ2hw8_g
r-PzujbGwfsRdCPDqQKyLxsg	GETTING_FROM	u-7jL3l2fLoMIYPCBqhByagw
Madison-United_States	VISITED_ON	r-dWk_YkzguQVfSEBetOPUTw
u-xX2d5O4VNdaoLh0tbY8J-w	CHICKEN	r-Y0ECu_eAJ6iXq6BI_Cb4UQ
r-wnHZKjrglm_65dFULTYNyg	PICKED	u-nszzLIrhrbJRDNOX0W50Fw
r-azS5cupV0wXMHdm81vjrlw	GETTING_FROM	u-X9sQEge15Ud_UyEoIk-l3A
u-ChADwrKjusoOHLlU0v_iRg	FINISH	Work
r-MBXdTn2MLzNNzhsVok_DzQ	FINISH	r-4SS2ckSLoE4_b3p1wJTykQ
r-qMXPW9dUvaoumWBZrFFE7w	REMINDED	u-PdzcY76MeM6eYlxoiUOjRw
u-yw85-9lSB5H9jF8pBCA3XA	REMINDED	r-9O67d6QK0k0pz82Ffrj7Wg
r-16EquhLtluC7UeZRWdxjiA	PICKED	r-Swt3PZMk0YrQOh5_8ilRxw
r-jU7OWCN2Nu9TLFAVVkd2Iw	VISITED_ON	r-rMlElxVn8D5ZYa6z6GSv6A
u-HftGlY0aSWl0MYWY8JYCdg	CATAPULTS_TO	u-gJqr0dtJQHt6CAzcm-n8lQ
r-zvPh_HXRChYZuwtVEyPVfA	VISITED_ON	u-W7igKTvhP1eS2WwUhrBNOg
u-HOsn_lHGMewUWYCdcfD5Hw	GETTING_FROM	Lamb_Shank
u-eeHkL577GLoekAV9TsTTkA	REMINDED	u-jlMfpKtkqXn_cLgylIrMeA
u-3zdB0SSrXIDIgsrOmhdUtQ	CHICKEN	r-VgUQazY0p6F9drCWZ0ho4A
r-d-qSYXuWUxXQ_jIDjDty2g	FINISH	r-GlK-vj_BipQjAi1XlCAmHQ
u-r3-LjnU8ABaDcbc7pHbj0w	CATAPULTS_TO	r-0-stf0NJOCI4SvVG86gqYQ
r-E_ATgJTb8XyDsQLJuJ93UA	DROVE_FROM	r-7dgRrxVs4iVKdxd8uvMu0Q
r-Hb09_FIWLdMDpRBXeUHVuQ	DROVE_FROM	u-_TcEFH5wuD34G_wkIFPVbA
Manchurian	VISITED_ON	u-kmC8nIGdQeLUOBCgRDzS8g
u-4nk5Wn4ElB2oanaKscQ8pQ	REMEMBER_FROM	r-ranTwwiHFn2k0u-3e9Ok_w
r-v3iBePMr1cUvWY7lKlQUHA	PICKED	r-FxzSWrKVtJcc9pmcDdzDpA
u-2AAIpyvPPCeQMi1_FKjNXw	GETTING_FROM	u-kmC8nIGdQeLUOBCgRDzS8g
r-j3LumSrsgPBWdS67zf_n2w	CATAPULTS_TO	u-Kp41QyEY4z9q48VdRPtdEg
r-Hb09_FIWLdMDpRBXeUHVuQ	DROVE_FROM	r-kho3JK-tYHwrvQvO1P9GiA
u-kPhhm_zcIsNYYtQthLX92g	PICKED	r-zT5UwgP_S1feZTU-iX0zbw
Scheshwan_Chicken	VISITED_ON	u-ddPkNUNPtp-aaqjUgsTxBQ
r-9AIWGhdNtJyg-OWckxHqqg	GETTING_FROM	r-286WxNrQsUg32J9OJrxYBw
u-LQC_djumWD5qkoInU8Od6w	FINISH	r-2DYvMZI7DxYmfQB2qm1F-A
r-7_b5bv1sYi8DoTVuDi9XJQ	SERVED_ON	r-rlVAMQXX4H_diXQ5UPt6IA
u-7KfPI_otF_Lw27dL_y0aag	RECOMMEND_FOR	Generous
b-0Hy2VE9tqTo4QbovMz3xrQ	REMEMBER_FROM	r-qpZ6oUWxZgiBuUAgnBoz0g
u-7qSOf2kaMWEhS544oIFR4w	DROVE_FROM	u-PS57qKDqNUlsLlsOxF00qg
u-_mnjOM88Gh4tUe-YAGQAbQ	GETTING_FROM	u-TotJG9Wuji9m5m3KhLWajQ
u-CJ87IhdgyCWvnwDPU29zvg	GETTING_FROM	u-AOvL-UrNpwqxf9zBJ4mN_w
u-0LUt7xSvYgLpL0zBezI5QA	REMINDED	r-pYvXgSpA2zHBozcVp9q9qg
u-Iv-dbHr2ZTsb8mrd_KDR8g	CATAPULTS_TO	u-pXZu2slCZS3BbFyG_UCG5Q
u-k_IsTrzY_rU7nWvojhK-FQ	FINISH	r-kIczL2T7gD6V7pY6OD_uqw
r-hV3nmUumiRrZe8jdw3dALw	REMEMBER_FROM	u-yzUXuSyKNJcHpoPBcjjQIw
r-T9NHVkcY-_NTdQi5tRX9Ng	DROVE_FROM	u-iRQ_YKpCBdaCwvc2X8_3NQ
r-zerZabI-xjJAbX5YhrbIdA	REMINDED	u--zXaFNM5RS3IBaF4dC-RLg
Dessert	VISITED_ON	u-ckIQDdwuyDkVk_GRsRy46w
u-UAULEDfAO5LMZh5l4bIVJw	REMINDED	r-5WnO_BWUBy9FGtUhzYXCRA
r-1UkGKdaNOVjktTrckxSIxw	GETTING_FROM	r-aFPjqclPBIiTkyW1bYAjOA
Medu_Wada	REMINDED	r-k18c5rmT6DdZSIbGSkfEdQ
r-ILf7S4gb4xcn0q5c7XtwIg	FINISH	r-PrlnnZY5KAPT1wkbnRrqGg
Sri_Lankan	VISITED_ON	r-qMXPW9dUvaoumWBZrFFE7w
u-7qSOf2kaMWEhS544oIFR4w	DROVE_FROM	Breakfast_&_Brunch
r-AvbbEkGHXeFYGhkxqD44ew	GETTING_FROM	r-46GrMV8DVHOaFONU5AYHBw
u-AhoxHm569hH_PRkoegDwcA	FINISH	u-oCNLIL41w0ATGJWy-hUizw
r-1WAasYJAF9YybFuKs8vdsg	DROVE_FROM	Karahi_Paneer
Matar_Mushroom	FINISH	u-OiRnzvW40RQ6tqcgk4jv1Q
r-JnOH9SEtiL4YpvSBl-DzHA	GETTING_FROM	r-zfPfqvpnG1BKHQH2yGg4ZA
u-hQ8zKPF90-hkLp_C_wYzsg	REMEMBER_FROM	u-NjP5TCZ_44ROxw41vYWAfQ
u-7P2IdshiNUpQq4FBvuO3pg	VISITED_ON	u-4OY8QfPV1LR3ggNN4P51OA
u-O6GMZPc_9H6jr1Jf6wkXtw	FINISH	r-h8h-1qMY5ErsphFAw0C2hw
r-XtMXDKsDQZlOVhxwOxTCBg	PICKED	u-2p7wg_4xvgs8nWLkrU-puQ
Deplorable	FINISH	u-4QgXlvkNrDGmn0HeekD7xw
u-0LUt7xSvYgLpL0zBezI5QA	CONVINCED_WITH	u-RMrZkLDre6UGVgTVPbE3Uw
Porridge	PICKED	u-xneOtZp6CfskRuBEy3hIXw
u-if3b1CBDBDJYnGo_hXtHDg	VISITED_ON	r-p-x-VxraLXjyrE-A_AgoIA
r-WFurjGZiGZLwqEno9Q9m7w	SERVED_ON	u-4OY8QfPV1LR3ggNN4P51OA
u-52FPmlFXbIM5tV_FLUu9fg	HAD_WITH	u-2K50D1mnCCO1sLcsABEQlw
u-GxaSl-OEmnmTZ5AxC5S8Tg	VISITED_ON	u-h7jpFoGLgBtCUHpSt6QOrA
r-oQJ5DlXgf5soaxwiCOf_mw	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
u-X9sQEge15Ud_UyEoIk-l3A	LOOKED_LIKE	r-tNKm9SCl9TedwRU67gqrLQ
r-zIztvhr73XI97q8AglvA2A	DROVE_FROM	u-r3-LjnU8ABaDcbc7pHbj0w
r-iX-bx8QVQC_J7TpMhf2COQ	REMEMBER_FROM	r-CprBlfRaUNFlU6xgyYc8EA
u-Z09rco1enQXNCd9H0u7kvg	GETTING_FROM	r-LDlo6zndFbVUx0ukhMDx8Q
r-16EquhLtluC7UeZRWdxjiA	REMINDED	u-PLpm8j6lmu1tMhTR24O_pg
Kheer	VISITED_ON	r-zerZabI-xjJAbX5YhrbIdA
u-DSM73RQ4huvuYjI4azX7dw	CATAPULTS_TO	Payasam
r-90ZE7hUylPpshTGplYQ1GQ	VISITED_ON	u-BUezGOiuNFE10oQn4uKS8Q
r-LBMH067jwhB6opyW1rpauA	DROVE_FROM	u-UKzNfJENS3TFLwcEf-U21Q
u-Kp41QyEY4z9q48VdRPtdEg	REMINDED	r-MwjHFlubkvf_JZj9rqpoew
r-O7uA7bbfKOWaQwJdCAvYYw	REMEMBER_FROM	u-OXLbpZSZiOLPry6rsA2YVQ
Lamb_Qorma	DROVE_FROM	u-7jw2VAbnGkr0GF6evuvViQ
Years	VISITED_ON	r-YO_HEj1RO9h7e86Lvjkkyg
Meetha_Paan	REMINDED	u-nmMIfVI8_9sMR_8Zq7MqTg
u-X9sQEge15Ud_UyEoIk-l3A	REMINDED	u-o-B19aoW8g3qIny9VjmWRw
r-VKuxE-N_DJvmy9Vw2rTyCw	REMINDED	r-KzzjXWoRrRHhucHAqRSDbw
r-KSuZD50fuYVh8Qa3zafY9A	FINISH	u-_PuWIjyivzP4-Qxg4jRRfw
u-psqGxCybfPIOsuuMHyPn_Q	FINISH	Burn
r-7BEYqR-rrGUMRvVhf7fa1Q	DROVE_FROM	Tandoori_Fish
r-nXTB2v-9quWXkWOB0sEdjg	VISITED_ON	r-JckCEB5nmwsYAe8_0lhtCA
u-BUezGOiuNFE10oQn4uKS8Q	REMINDED	r-pqZI0QWFWzw8Togfxh1RVw
r-7ryDYfG9ZcBOONb-jEaXhA	VISITED_ON	r-aFPjqclPBIiTkyW1bYAjOA
r-LmsRXK9Xv40rpmH2lMGrqw	DROVE_FROM	u--d2daWmftYumOaYpbD5D8Q
u-iJCtRAlSvxiUuKlVAnsq0A	REMEMBER_FROM	u-jWWWmN_Zdazr7IvJj3G1Hg
u-h7jpFoGLgBtCUHpSt6QOrA	PICKED	u-xSnb-_dtSIe9Y75zAD8ceQ
u-xneOtZp6CfskRuBEy3hIXw	DROVE_FROM	Pleasant
u-ddPkNUNPtp-aaqjUgsTxBQ	CHICKEN	r-Hb09_FIWLdMDpRBXeUHVuQ
u-D0_ogM5fDGD8bTyzmjaUUA	DROVE_FROM	u-r3-LjnU8ABaDcbc7pHbj0w
Masala_Tea	VISITED_ON	u-pXZu2slCZS3BbFyG_UCG5Q
Bad	GETTING_FROM	u-Kp41QyEY4z9q48VdRPtdEg
u-MXE5dJEqzzfKDLEGkHbdVA	VISITED_ON	u-UAULEDfAO5LMZh5l4bIVJw
u-lRdllZQJ_3Dxs62CEvxrpQ	VISITED_ON	u-7jL3l2fLoMIYPCBqhByagw
u-O0evs8847ecEkeFMEuK4PA	PICKED	u-03M-c_n5XlXN_ktDCT_j1A
r-kDrKGc2vAXeE0DHjyUSr9A	VISITED_ON	r-JckCEB5nmwsYAe8_0lhtCA
r-xZ9ooYGr37uSskMEFoCdqg	DROVE_FROM	r-tipn_fKY6fEBdO807A2TMQ
u-QbJwpjXNgFoWIN8zGKJ9QA	FINISH	u-RYMCmOZSUn53fY2GzutTbQ
u-ylku-3TJU62S1mnKlxDDtA	GETTING_FROM	u-Rg0sroYoSGcPh98VTuNwYA
r-UPI1kdowVdk_wwR4Z8-wTA	REMINDED	u-Biv-1xBbKeUXe2kAVoJGLg
u-Z1Ce1N6F7vw9pKnsv8MtRA	FINISH	u-2G0PfJgnhjr8jcb5nKLA5g
r-VOl3Xvl--GjzkdvJ2Bd9Tg	REMINDED	u-pwYV78zGwS3avyPiVaL6xg
u-WeHffRGwXVuqdQyOxsAg0Q	VISITED_ON	r-IsX2uIp6D1fpI5jQ6nv7RQ
r-eVel-MDR3LYGyYIqbapv_g	VISITED_ON	u-xX2d5O4VNdaoLh0tbY8J-w
r-Lew3JGT1PXMUnkMi6XPcAg	GETTING_FROM	b-qcqDjeirxvdgW5kQVkEwSA
u-1ACkCe88DC97bHlTciJbNw	GETTING_FROM	Vegetable_Biryani
r-Vjw4CEZpp6ZHCWAAUHAjqw	REMINDED	Economical
u-uAlDRN2F6qWLpDVZGjl1ZA	GETTING_FROM	r-zerZabI-xjJAbX5YhrbIdA
r-EcS83vnqsfGj5TizU9Xplg	VISITED_ON	u-aBjUd4riPiGBCGpWMCH7cw
u-YlQDJExT8gHHcXMiv9geQw	VISITED_ON	Lamb_Shank
u-XmAjt20HjQD8_CuV0eE4YA	FINISH	Channa_Batura
r-644aoLieoYl0AU9W8wtXIA	REMEMBER_FROM	u-LyjEBN-9r5BLStzwBgIfXg
u-YSOTtyUGf9b7aAzEyXio-Q	DROVE_FROM	u-DSM73RQ4huvuYjI4azX7dw
u-P_U0iA3axKQ-K4qTCs-Hkw	FINISH	r-So9IvK-KipnI2kPPcF4-zQ
u-ECx9EEsSos4n0p1t5rtSrA	SERVED_ON	u-W7igKTvhP1eS2WwUhrBNOg
u-r3-LjnU8ABaDcbc7pHbj0w	CATAPULTS_TO	u-3zdB0SSrXIDIgsrOmhdUtQ
r-DkN1L3EFmxW_0L7CeY1-fg	DROVE_FROM	Vada_Sambhar
u-W7igKTvhP1eS2WwUhrBNOg	REMINDED	u-KbwOwQZTOfrtaeJdmucALQ
r-nWULDQaeQQYo6meLdQHjDg	PICKED	r-lnyXTjYNpMQhQjUbtij8fw
u-U1jJdUcyXyh1i2APYNd-6Q	GETTING_FROM	u-eeHkL577GLoekAV9TsTTkA
r-p-x-VxraLXjyrE-A_AgoIA	PICKED	u-iEy2zChmzGTdv9n0t_jEPw
u-1f9qOmNc34f6mHcUozLNoQ	GETTING_FROM	u-AOvL-UrNpwqxf9zBJ4mN_w
u-Ci_uvDAU3i39Nva7JpYBig	GETTING_FROM	Porridge
u-JrGR1x3CBzosylXxzq5Avw	GETTING_FROM	u-TotJG9Wuji9m5m3KhLWajQ
u-Kp41QyEY4z9q48VdRPtdEg	PICKED	r-_h9XS3Q5ii7CmxTSmt5JGQ
Jamaica_Rotis	VISITED_ON	u-tRmW0n2d_Q4c_TXqfUSINA
Chicken_Madras	GETTING_FROM	r-JmaIRCVHRZZMkpacl6J2ng
u-S9F2a5MxI22ke1LX7JnIxg	PICKED	r-HfOWY7612d-dmaQkl4RwuA
u-4OY8QfPV1LR3ggNN4P51OA	REMINDED	u-Lyxh1sR7g7XXjly5Y6HqaA
u-r3-LjnU8ABaDcbc7pHbj0w	CATAPULTS_TO	r-6iYuO2eDWIIPbT21k1cLxQ
r-8PwxXmRCuRSnTVd2mtCEnQ	VISITED_ON	r-Vjw4CEZpp6ZHCWAAUHAjqw
u-eSqCqWxdazlz9KGlNC7g_g	PICKED	u-PuXpIJzTBQejeBZh9hwynQ
Shrimp_Pekoras	REMINDED	r-61lEFxiRx3hGzD2TSl8kiQ
u-gjW2ctfe4yvTD7IqmZUeBg	FINISH	r-5TTQtRW9UyrQT7ZDnXaWrg
u-GCnB1Qs2wNur4B3_ih-1Iw	GETTING_FROM	r-UPI1kdowVdk_wwR4Z8-wTA
r-opkBWcsRFzDNKmhaTmXgnA	REMEMBER_FROM	u-3aGRbM1U4iABY7CLsMOxFQ
u-UejuYo11GuFTGDp7e1_0sg	REMEMBER_FROM	r-QCxqiPHGiKTvBnjVCQcuqQ
Tandoori_Cooked	VISITED_ON	r-JmaIRCVHRZZMkpacl6J2ng
Payasam	REMINDED	r-N2CWQ50LjBeGZNfhJLjfYA
r-4Q_7bhk_AHDBuGnzniosBA	CATAPULTS_TO	r-o7cYgVoPYaLrJV9au86F5A
u-AvC5XQAElcGAAn_Wr5auEg	REMINDED	r-jdeXUl1zbo8Vsf0TENrYVA
r-T1oJqtQPL0WNYDBS2Ly6Bg	REMEMBER_FROM	u-hr-ZynlC46UuZ5_mZPe2Ng
r-yfMxWJEbZ6C5StGVGlci8g	FINISH	u-ybRNxMdI3gBjY2OYTMFQYQ
r-v5-nIikyTAbkdjNLc4PwvA	VISITED_ON	r-v3iBePMr1cUvWY7lKlQUHA
r-7BEYqR-rrGUMRvVhf7fa1Q	DROVE_FROM	u-iRQ_YKpCBdaCwvc2X8_3NQ
Payasam	REMINDED	u-ybcBGlRG0qYHI9DbXjfznA
u-UYgX6kFtI8TBOAu6QPb_WQ	GETTING_FROM	Vegetable_Biryani
Chicken_Shahikorma	DROVE_FROM	u-r3-LjnU8ABaDcbc7pHbj0w
r-IsX2uIp6D1fpI5jQ6nv7RQ	REMINDED	Unbeatable
u-jqp5BEMzEUIWTCt6pezS2Q	PICKED	u-_m92RQLYvNeaCm1Uk81eeA
u-2K50D1mnCCO1sLcsABEQlw	REMINDED	r-S-ynKCiXLGzgCZdSWV7r_w
u-RfJZACrrqOoAVwKU311jcg	GETTING_FROM	b-qcqDjeirxvdgW5kQVkEwSA
u-7jw2VAbnGkr0GF6evuvViQ	SERVED_ON	r-IsX2uIp6D1fpI5jQ6nv7RQ
r-SuLSMFVvTllJ6Xwrh5IuVA	REMINDED	Vishnu
u-nV-0o4NVrcOtIY4w_t32LA	GETTING_FROM	u-eeHkL577GLoekAV9TsTTkA
r-oHAv84K_t25Fpn89cDyM3w	GETTING_FROM	Lamb_Shank
r-aFPjqclPBIiTkyW1bYAjOA	CHICKEN	u-WBsqfXYQm6F2T0eMpCdaEA
Quiet	CHICKEN	u-Klxao-Rz-2_RA7LHnd5jag
r-Y1lP3ArscVAqEgciNADibw	GETTING_FROM	u-72binVGkuOlQ5VAF7fgeYA
Qabulee_Rice	GETTING_FROM	u-h7jpFoGLgBtCUHpSt6QOrA
r-8KxJlmV-Tlp8V95r5FGYKw	VISITED_ON	Egg_Rice
u-r3-LjnU8ABaDcbc7pHbj0w	CATAPULTS_TO	r-LBMH067jwhB6opyW1rpauA
u-AOvL-UrNpwqxf9zBJ4mN_w	REMINDED	r-k-MiIn_kltflxE145hTCqA
r-YO_HEj1RO9h7e86Lvjkkyg	CHICKEN	u-7qSOf2kaMWEhS544oIFR4w
r-Gg5w618t67xXxHMijuVUWg	VISITED_ON	r-3TgtF4SvYdchMA39otX34w
b-Q8uwArm4h8bhsqxw84Gd8w	REMEMBER_FROM	u-3aGRbM1U4iABY7CLsMOxFQ
Chaat_Dosa	VISITED_ON	u-W7igKTvhP1eS2WwUhrBNOg
u-PPSljqrvJ1AuIp4mi12qAg	GOES_WITH	r-yN6ruubQJBCVmcMuADLCaQ
u-mRv0t_dmwWZzm0-gFBnRlA	REMINDED	r-AWtiPQDVAfVkhOi0IKkkQA
r-3TgtF4SvYdchMA39otX34w	REMINDED	u-YYJyRguDNjEYWzozCSNnFQ
r-WEW1vAIPCO3up371kI7m-g	FINISH	r-teMgfrP3Lx7QOAUNmc9FfA
u-cia9AQpGC7wLGHMQOv_qoA	VISITED_ON	r-kIVdLB56Q7caOLV_RR0pFQ
u-N1Ouy6kHAQwGlCrGSH-5Nw	GETTING_FROM	u-7jL3l2fLoMIYPCBqhByagw
r-LFvNUNTqZ1s-RmNAJg0cww	DROVE_FROM	u-ACxJcxfJyAiEqMvOlx1EYQ
r-XrIGPT_Uy-8Y89E1XrbCQg	PICKED	u-2qLQOJHBuGQTwoIFnMFmRg
u-c2TCvVVF4ANG_42SrwZn9Q	VISITED_ON	r-o7cYgVoPYaLrJV9au86F5A
Spinach	FINISH	Thursday
u-RtXUU6wCX8HHgYCfUXxWFw	FINISH	u-eHk_vZvIUdZPH-7-I-Oybw
Diet_Coke	GETTING_FROM	r-T9NHVkcY-_NTdQi5tRX9Ng
u-BUezGOiuNFE10oQn4uKS8Q	REMINDED	u-eCXVCeuPo2lP09zh29X-sw
r-jEdKIGVF1iD-ogg9ImrdCQ	FINISH	Potatoe_Bowls
u-UAULEDfAO5LMZh5l4bIVJw	REMINDED	r-1OAiLoLDd2-EpB_AkSsqXA
Saturday	VISITED_ON	Payasam
u-W7igKTvhP1eS2WwUhrBNOg	PICKED	r-Swt3PZMk0YrQOh5_8ilRxw
Pao_Bhaji	FINISH	u-x8lutXxvDde5ZoHqfZzumg
r-pX2pe-fnU1i2xzs1ght1mA	FINISH	r-qNa4A3tcW1TW95N41no0gg
r-MkQRq92l_iPhNb9j1bs40g	GETTING_FROM	u-ckIQDdwuyDkVk_GRsRy46w
Lamb_Shank	PICKED	u-FwgT_pZzsLCRPROEonT0fQ
Matthews-United_States	GETTING_FROM	r-YO_HEj1RO9h7e86Lvjkkyg
r-LBMH067jwhB6opyW1rpauA	REMINDED	r-JgY2nsKaXhDwOcO0rDhb2A
Crispy	GETTING_FROM	r-kIVdLB56Q7caOLV_RR0pFQ
u-dmBFg8wn9o5xt3M8THG_nw	VISITED_ON	Dirty
r-tvyFO10KSEi4EvHDr9VphA	GETTING_FROM	u-TotJG9Wuji9m5m3KhLWajQ
u-UejuYo11GuFTGDp7e1_0sg	FINISH	u-JNIQzSzS6GZPv8mPBscJeA
u-O0evs8847ecEkeFMEuK4PA	PICKED	u-nszzLIrhrbJRDNOX0W50Fw
u-PcbsVShGWMQ0vi-SAHtrQw	CATAPULTS_TO	Payasam
u-tIbL7mV0a0aOSg8ks4asnw	GETTING_FROM	Food
r-yN00vipqVCTvH7dBa7rZZA	GETTING_FROM	b-qcqDjeirxvdgW5kQVkEwSA
u-mMhGMBixFQKohgJoS-AH8g	FINISH	u-eSW2EALtOijF7Rw_QWhVkQ
u-X8RMnt2TNdJYGyqFj5dLBw	FINISH	u-4dVgvYYgrem4rhz5CoBk6g
Soma Grill Soma Grill	REMEMBER_FROM	r-L5z7MtdpG4ZzARlUu6Ndjw
r-JyKlvA9m58IztnPl9D0ziA	VISITED_ON	u-4OY8QfPV1LR3ggNN4P51OA
u-dlYWvO6H80qteMucEVPeKg	FINISH	r-2hEPrgdKDEyS20GQ66FH2w
Somosas	GETTING_FROM	r-nWULDQaeQQYo6meLdQHjDg
u-BUezGOiuNFE10oQn4uKS8Q	REMINDED	u-B-11345ED_wgO6DaunDiNg
r-vePa5JxPlusAuuPLwCXwEQ	EATING	u-ya8KfOxGRUlP7bOutxedqA
r-ceN0cf8geFn2WMPBuLKOVQ	FINISH	r-ydKYI2DMo6HaTbXnSDrdSQ
u-zfudndH6p8jBnHY0H2n95w	FINISH	r-aGd8_rMET0T-Bk4voGNdug
u-0LUt7xSvYgLpL0zBezI5QA	REMINDED	u-I22QueJ7v1WQu9LAmjeXlg
Coconut_Chutney	GETTING_FROM	Vegetable_Biryani
Lamb_Shank	REMINDED	r-_UZkvGd8aRBiJI8SOau2bA
u-UAULEDfAO5LMZh5l4bIVJw	REMINDED	r-4pUquqyJCjEylCKwuk_DBA
u-3D7Ie-Rmmhn1RzFrVieRZg	FINISH	u-mgr275Dd5L90-InfNB9g5w
u-9IYbdwYtxIWEgqMHwII6dQ	GETTING_FROM	u-AvC5XQAElcGAAn_Wr5auEg
u-UAULEDfAO5LMZh5l4bIVJw	PICKED	r-CmEo4lFkSh85UwZ_m7g8vQ
u-oIOCGzMHkg19niP76esvrg	FINISH	r-IKnyDZCNfQJlN6MWCKAqfQ
r-IiTDhqIFrM0ILK85wcQ5IQ	GETTING_FROM	r-aFPjqclPBIiTkyW1bYAjOA
Expensive	VISITED_ON	r-kIVdLB56Q7caOLV_RR0pFQ
u-UYgX6kFtI8TBOAu6QPb_WQ	FINISH	Haleem
u-YgYlEhHXIa1O5NAy6SNS_g	GETTING_FROM	r-Q2eGO2M-T9JBGvPLpV1g-w
r-wnHZKjrglm_65dFULTYNyg	REMINDED	u-s2Od8Ty8glS4jHyLNGHgDQ
u-sWKaLjpYG6VABf23CXDhyA	REMEMBER_FROM	r-L5z7MtdpG4ZzARlUu6Ndjw
r-buUZ8lssJrqB6TzyHNSlvQ	PICKED	u-JxQ5tlmEcpXgTDR41psGlg
Vadas	GETTING_FROM	Egg_Rice
r-pkIo9OP05UDE7ywuRdCPTw	VISITED_ON	r-0TBvI95T0EP6IeBVYOW7Cw
r-2MSCkSUYWJG1OXLCWsETAw	VISITED_ON	r-IsX2uIp6D1fpI5jQ6nv7RQ
r-7dgRrxVs4iVKdxd8uvMu0Q	CATAPULTS_TO	u-mRv0t_dmwWZzm0-gFBnRlA
r-ZWXWnQDXEtjUSDdu9bI0Ig	HAD_WITH	r-Hb09_FIWLdMDpRBXeUHVuQ
u-YAqYMJX38OXU1WheFrwcGg	CATAPULTS_TO	r-286WxNrQsUg32J9OJrxYBw
r-AvbbEkGHXeFYGhkxqD44ew	VISITED_ON	r-46GrMV8DVHOaFONU5AYHBw
Fair	FINISH	r-Pif83OsipSX44lcrqib1fw
u--d2daWmftYumOaYpbD5D8Q	SERVED_ON	r-T9NHVkcY-_NTdQi5tRX9Ng
