subject,predicate,object
u-b5aQtaQkwCVG6q6VoXN6DQ,ORDER,Beef_Samosa
u-LyjEBN-9r5BLStzwBgIfXg,RATE,b-5eDg_Y2N6aU_k7tIxoFXTg
u-Lmnl2fFVUeZE3QJwNr9-tg,VISIT,b-xSuR0FK8cHzBLXowCV3Pyw
u-ZPz3QcLM9cBmS7znlLEb3Q,RATE,b-scM6rLQqoz5dEIgwz_JFsg
u-KMfMN0CabpKOGpHmGpw8Tg,RATE,b-qcqDjeirxvdgW5kQVkEwSA
u-hG0FxhGxIz5mv1ezaKcQiw,ORDER,Chicken_Curry
Rice_Pudding_Sweet,MENU_ATTR_FOR,b-c4qE3ygdEQUD9dZjganavA
u-JJ98GQepxaRRelII93vUOw,RATE,b-_X0M7EMx475KZSX9wAsmgg
Food_Good,ASPECT_ATTR_FOR,b-gXLiBVCHIqoPEw2CaP3QmQ
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Patty
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_REVIEW,r-BmBTAJDRl9GdzydGFeG78w
u-HeRY_GdwfXE6H7BMqjwI0A,VISIT,b-oX6y1Jm1jYLoWifmIrtaSQ
Food_Delicious,ASPECT_ATTR_FOR,b-Ksk5cLav4OtbUtpRGp5b4g
Service_Slow,ASPECT_ATTR_FOR,b-BoiAZQB9AHRvazM055GFOw
Samosa,IS,Good
b-COfzp0tze_F8N13zn40zzg,HAS_REVIEW,r-4kGdc_qP7_pycK5RFuS7Eg
b-gA4bnK91phT5FTzG4ki3Dw,HAS_REVIEW,r-CKBA_kAyb2bpHkTH0XAB3Q
u-TzfCd4D3e3hr-858wlv2ww,RATE,b-xYpAg60oZVbOtSYgrOKBgQ
Food,IS,Food_Awful
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_REVIEW,r-d84isAZUrcQM9_Ip8DEL5Q
Staff_Rude,ASPECT_ATTR_FOR,b-P4h8kgy_48oE9vCHJc4BCQ
Food,IS,Food_Ready
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_REVIEW,r-WER5xabcTLd0pRmR6TqwuA
u-SmaDxg0aR_-zFryi4GkKgg,WRITE_REVIEW,r-vuOX_TdHkzAWSotESTEyWw
b-gw0ZS5b5RP3Lzr1BoCbALg,IS,Outstanding
b-GC9Re0tKAnecMww3DB638g,HAS_REVIEW,r-YnleEy0ERsrhq_W7IWZUhg
u-OvpSfXcDf7UzYlaomWP9dg,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
b-j9YFHVQqxM_qKHIc4nck-A,HAS_MENU,Vanilla_Ice_Cream
u-2SeI7d6epQoFyGUzrPkzUw,VISIT,b-P4h8kgy_48oE9vCHJc4BCQ
Price_Great,ASPECT_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
u-rzSpxatBhTjw7vzT1h2yMA,WRITE_REVIEW,r-rQ_KDlzwDznVrxk5YnltBg
u-CFbaJyiMo65VmRnbb0ZmmA,VISIT,b-y4z0iQZWN4R2Fk8SiPQU5A
u-2wKnvn68eWybc7ID-7UQmQ,VISIT,b-oVuZtlCFg_zF090Nhtp0Ow
Chicken_Spinach_Dish_Authentic,MENU_ATTR_FOR,b-35KvoWbA3kEsdckaWqG3OA
b-kG0N5urz2lkPEBDPjqFR3w,HAS_CATEGORY,Seafood
b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_REVIEW,r-s4iGRee-Zbvrr1P2jE2S5Q
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_REVIEW,r-9gaymiZ46xlKBSFscZeyBA
u-t4eXeNeZ_V7uAHwIzH0uwA,WRITE_REVIEW,r-IBlj2rHHp3y_e3wlLinM-w
Service_Prompt,ASPECT_ATTR_FOR,b-V_jIfMz9Z7a5mthleRq0_w
b-8grTRpmD9JYRPWayoLxg0w,HAS_MENU,Sauce
b-dg4EMyM1feTEWfLPSbunrg,HAS_MENU,Biryani
u-qvPTw-ArHYI1n1n0cw3S7A,WRITE_REVIEW,r-U-RLnIP8gbCgNbBmmbNylQ
u-VE3LuhtrkTXyvAa72XpeNA,VISIT,b-f6T2YaTfGoSyQV-l4jzrjw
u-A_DdEIFJv5W-owkam1PSvw,WRITE_REVIEW,r-zvDvErFF18dlg3mvcWlzXQ
u-nQx-XAKpeFcrxN8TOJd5jA,ORDER,Pizza
b-MgsOZpYSntKSCzNROiWgYQ,HAS_REVIEW,r-WIOr1b8_PwPG6JdFYSxv_Q
Las_Vegas-United_States,LOCATED_IN,United_States
u-UpatlGlHEXD5FYJxw50dwg,RECOMMEND,b--p-CuUMzN0HQz9OCQ8SZOA
b-f6T2YaTfGoSyQV-l4jzrjw,HAS_REVIEW,r-eNmnTA1N0CwHh9JCzrTddg
u-1xgOoQxczEEsYuH1YFMZog,WRITE_REVIEW,r-HB7qTdgkKbhloeYBNcFsfA
Food,IS,Food_Delicious
u-hSlNutwv-_EkosB92sdpyg,WRITE_REVIEW,r-_6H1zDcGDMbPB22BL_bP0A
b-h-psPOmlY0mCOflb3S3rdQ,HAS_MENU,Chicken_Tikka_Masala
u-k19pjXVZrXDq6XPgwzVIWg,VISIT,b-MgsOZpYSntKSCzNROiWgYQ
u-gZUVSBm-BWntWeQTYH04UQ,RATE,b-h-psPOmlY0mCOflb3S3rdQ
Chicken_Wrap,IS,Chicken_Wrap_Messy
u-I5o9rHxGwIGc75aWpxxGzA,WRITE_REVIEW,r-QqfxnnuFlq8FhckubhFB2Q
Naan_Cold,MENU_ATTR_FOR,b-Ksk5cLav4OtbUtpRGp5b4g
Price,IS,Price_Reasonable
b-xA6L2w_TlbxHubb1xeBE8w,HAS_REVIEW,r-fFAH3yPhOD6n_czgf80Gfg
Parking_Struggle,ASPECT_ATTR_FOR,b-xA6L2w_TlbxHubb1xeBE8w
u-bA5XwwhTGTTAxmT-mufelQ,WRITE_REVIEW,r-zmN6_NBadImqON9mkyD9HQ
u-6LZ-WiTi8yPHdwo4C8r7dw,RATE,b-kfwpXBsMQLqhUvscWB6b9g
u-K70JltkeMjhIlAS-pevGPg,WRITE_REVIEW,r-kuTXh8LaOBQ-IbytU4cCkA
u-6H-tSPWGxX2Ehfe86yYWWw,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
u-M4P02bBbTauuwP6OhGpT-g,RATE,b-OZwMMnRncrp7_uC-N3vV1Q
Food_Good,ASPECT_ATTR_FOR,b-yy_FhzQCeLreV21OBccPAg
u-1mWIqaYBzZAoz9dElYm9dw,WRITE_REVIEW,r-7-eaxPH5tob6GEJ-20WzDw
u-Rx-lnDQMrVgqnI0Pcb2Q5w,RATE,b-5eDg_Y2N6aU_k7tIxoFXTg
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_MENU,Corn_Vepudu
Spinach,IS,Spinach_Mediocre
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_REVIEW,r-GOiea4f0m6C3iVcmerFpjA
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_REVIEW,r-S6TuPGVuj7goBp_AB7wMOw
u-ldS3GeShxTm4Kk2WS3jnHQ,VISIT,b-gA4bnK91phT5FTzG4ki3Dw
u-imWAzO9XKd0yLhVzCRrCTw,WRITE_REVIEW,r-9_Q5oqBns1VzlxBKjleseQ
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_REVIEW,r-hB8DdwNyikgAK6gwu6u00w
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_MENU,Chutney
Mississauga-Canada,LOCATED_IN,Canada
Food,IS,Food_Good
b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_ASPECT,Service
u-AOvL-UrNpwqxf9zBJ4mN_w,VISIT,b-UAXz2KC1aXpxzV-MLdXbmQ
Karahi_Paneer_Excellent,MENU_ATTR_FOR,b-gw0ZS5b5RP3Lzr1BoCbALg
u-PdzcY76MeM6eYlxoiUOjRw,RATE,b-W_9ophRRWO924hn1S-y2Hg
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-sOEfpBri-czYY0L4BYhZzg
Service,IS,Service_Good
u-PzkA5dSmgKKtin7UZIGwsw,VISIT,b-Eu-M3y8a5bIxIRXlCj9yHA
Food_Tasty,ASPECT_ATTR_FOR,b-TTCZkfxt0GW8YUzdVe0PrA
u-uO1w3qNo21c1bVHHFTYW0w,RATE,b-vCx6uieEF0W0mKFK4sT3Yg
u--soqdQNpLjb1SzYlXnzKVw,VISIT,b-8PZGCtgG5MZKvz9i3B9gCA
b-or1daHtUK9b7sqFRPf62GQ,HAS_REVIEW,r-vm8sz_mlXrvWu-0AqQO0Sg
b-scM6rLQqoz5dEIgwz_JFsg,HAS_REVIEW,r-7ll19y8-Y8QrrnPThDMwrA
u-hXOHumtKuh0180dT6VV_oQ,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
u-gZUVSBm-BWntWeQTYH04UQ,RATE,b-Dd1w7xR7Xs3bthwusgy33Q
Chutney_Mediocre,MENU_ATTR_FOR,b-bO_JX-lDo5D5JGZhK5Ly3A
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-HLnwkuiI2qvJibjZAKpEkA
u-7zhra0LL0dLYo4Nmo5Q_xA,WRITE_REVIEW,r-BDrfouVlM92BSrT_7GVfMA
b-S4qUsi44l5D9BbUCkhwQEA,HAS_ASPECT,Staff
u-JFV3I5i3Bcoww7mAhRRIPA,WRITE_REVIEW,r-OUDnu-Oge2Im9RrG0DaHig
Samosa,IS,Samosa_Incredible
u-cgQUUQlxBVs42OG647SIsA,RATE,b-LwXo16VrGPhhOWc_Wj7ifw
u-n4DeNymCmaulmpoThjjEQg,RATE,b-nbf4o8gUP2y9JKFE2wBO2A
u-iOR5mdeMaR36VbA76IGbMQ,RATE,b-bO_JX-lDo5D5JGZhK5Ly3A
u-Y1N7LPhi3xAq3UBLKWpWNQ,WRITE_REVIEW,r-JVjoaupDEE-LqA9eBux9Sg
u-S2pt8jKF_SKXAOeB8ESdXA,WRITE_REVIEW,r-TC708BQbVtbGyyPfMvfS1A
u-g1u4tnKx3NB9DJEetM93vw,RATE,b-0cf-w9PK5gLkBkitL3bdqw
u-pHMEXcu8OtnlVp7iNRBA6w,WRITE_REVIEW,r-wXR7af9nRDzXp1arexYXxw
Roti,IS,Incredible
u-1uA9fkT8tC4iWVFyTPqxZA,WRITE_REVIEW,r-yEvJMIRWAPg0UViNO3uF5A
u-O2r153ZyHduw7FFO5Hu0qA,WRITE_REVIEW,r-bMnXa37Zik0oz5XkSZs58Q
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_MENU,Naan
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_MENU,Pakoda
b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Taste
u-8Pfib70vxqJuaDQwFNL1tQ,RATE,b-P4zWgzYzy03D9LeDTpKuDg
Service,IS,Service_Great
u-09kY4vlMgLiiXp22KBGAwg,VISIT,b-j4ytRzcmtU4cLMBrhY7jMA
Staff,IS,Staff_Courteous
Samosa_Tasty,MENU_ATTR_FOR,b-DeI4KqEeWy0cTdh7Wy5_RA
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_MENU,Naan
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_ASPECT,Food
u-k19pjXVZrXDq6XPgwzVIWg,WRITE_REVIEW,r-tzwdE1qMz-wDQQY3YQCxSA
u-1uA9fkT8tC4iWVFyTPqxZA,RATE,b-BoiAZQB9AHRvazM055GFOw
u-7wAdctG3920KcBLSVXlZdQ,VISIT,b-35KvoWbA3kEsdckaWqG3OA
b-35KvoWbA3kEsdckaWqG3OA,HAS_MENU,Gobi_Manchurian
u-hQ8zKPF90-hkLp_C_wYzsg,RATE,b-scM6rLQqoz5dEIgwz_JFsg
u-qKpkRCPk4ycbllTfFcRbNw,WRITE_REVIEW,r-vDr0m6nZXGH8B0mOwF22nQ
b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food_Quality
u-RsuNc8EdA9J_dsImcheaRQ,ORDER,Rasmalai
Service_Friendly,ASPECT_ATTR_FOR,b-3frFidAcPVYAFB2RxxkIdA
u-7KfPI_otF_Lw27dL_y0aag,WRITE_REVIEW,r-71nyL1w4KUqq8k_VWxMF-A
u-fe2OygvNOAbPPmnEbfZDCA,RATE,b-ICUCAzUZFiWkYs7iCtNCQg
u-V5NaQCpO1w9u7LaqLwasvQ,WRITE_REVIEW,r-BWK7be3Y1k8TG2EYL2lk4A
u-fjNNUJS0dtMr7W0hHMiNVw,WRITE_REVIEW,r-kis1x-9I6I2cYPeNRZIeww
b-kG0N5urz2lkPEBDPjqFR3w,IS,Good
Food,IS,Food_Amazing
b-scM6rLQqoz5dEIgwz_JFsg,HAS_REVIEW,r-et5lp-Fh2n7ifxllGr0ijA
u-bJltnzbkslg8gWYva3TIlg,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
b-Dd1w7xR7Xs3bthwusgy33Q,IS,Fantastic
u-83zQAHCvZGYgm8bjQoJ5wg,WRITE_REVIEW,r-CzN616RCe5YzJUmiZ0Jq4g
u-7EDlw6THZ5viaF-P6Y_CEA,VISIT,b-f7RXwcus_-EOsR0q5ctVjw
u-E99WXYrZr0zzXldRx4c0Pg,RATE,b-TAnzFr9NixvCbvUdJMWL5Q
b-V_jIfMz9Z7a5mthleRq0_w,HAS_MENU,Mango_Lassi
u-xmnNNP8xOwld10AdbTq27g,VISIT,b-Pzs43Fkub-6A9hA1zqpF_w
u-Mk9ekByCVSifYjfPty8kIw,HAS,Food
u-E1ME3llS2j4mJ861ZKJOew,RATE,b-8PZGCtgG5MZKvz9i3B9gCA
u-kEM-MsG4x4qAN8OS103Ybw,VISIT,b-8PZGCtgG5MZKvz9i3B9gCA
b-W_9ophRRWO924hn1S-y2Hg,HAS_REVIEW,r-B5t-k0iAcTNNvOBZjHjZPw
b-0Hy2VE9tqTo4QbovMz3xrQ,HAS_MENU,Naan
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_ASPECT,Ambience
Price_Bad,ASPECT_ATTR_FOR,b-xSuR0FK8cHzBLXowCV3Pyw
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_REVIEW,r-jf-0ehGQhVkX3FtPcPkHpw
u-XQenzPvbCsaceKqc5HjfZA,RATE,b-xA6L2w_TlbxHubb1xeBE8w
u-pDvDLpD7CiMlIebsDPCRSQ,ORDER,Mixed_Grill
u-bPu0FHiJ9FH5d5PLXo7VEw,RATE,b-BxkVct02QHybp54ATZgkUQ
u-cTH33InvmakCU92q1bDxmA,WRITE_REVIEW,r-MQbx_JP_BJgARlsdKotFig
Chicken_Biryani_Good,MENU_ATTR_FOR,b-TAnzFr9NixvCbvUdJMWL5Q
u-a1MoFM7R0lO8Y3jsWrnODg,VISIT,b-gXLiBVCHIqoPEw2CaP3QmQ
b-CvOxwAhmwwy3sQRKYVAjGg,HAS_REVIEW,r-jmsHk1W9vSzjDhR5WJaWuQ
u-eUiAbOh5AbbRAlBHlCTAYw,WRITE_REVIEW,r-15-D0eIPdKc2BvnerZyJPQ
Staff,IS,Staff_Friendly
u-XOpLAPBPAKeO1eiwJ9Qq2Q,RATE,b-c4qE3ygdEQUD9dZjganavA
u-xwJshN0GK8DNPWysDHLDtA,WRITE_REVIEW,r-lI9fXDN1frAAGJ1NjNbV8g
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_ASPECT,Food
Staff_Friendly,ASPECT_ATTR_FOR,b-Q8uwArm4h8bhsqxw84Gd8w
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_REVIEW,r-D1tygH8EU9EcNDEgj-fVLg
u-CMFuzmaDyJPh-CPL5kUbCg,VISIT,b-P4h8kgy_48oE9vCHJc4BCQ
b-De8Z9rLZOmf-icp3gDxCZA,HAS_ASPECT,Decor
u-QPsTWMns6I-nMXAfPBPgdg,ORDER,Dinner
u-AayiOKLJ3u20zhOChF6RmA,WRITE_REVIEW,r-30yLnW4gFoObROm5oalHow
u-V5NaQCpO1w9u7LaqLwasvQ,WRITE_REVIEW,r-KpIJCSVIAZCxUhNtL0oLWw
Price_Reasonable,ASPECT_ATTR_FOR,b-Eu-M3y8a5bIxIRXlCj9yHA
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-9QRJOD3IIKM3MKyrpVuKyg
Bread_Good,MENU_ATTR_FOR,b-idrN6XWKErG6nKDsEMNbOQ
u-MGri_VUVlqwhaS5XkH4OxQ,RECOMMEND,b-ZJ0gQp0fcnIDiZv0m9--Gg
u-Q2wEIftRYkbw_pCr0VVGiA,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
u-7w22HFcZ1TFOdwjUqcIMRw,VISIT,b-xSuR0FK8cHzBLXowCV3Pyw
Mantra_Masala,IS,Delicious
b-RE4qn28MEiDrM1PbdYVgxA,HAS_CATEGORY,Caribbean
u-hp6KQCEHBjENN1Q98oT0dg,RATE,b-dg4EMyM1feTEWfLPSbunrg
Food_Delicious,ASPECT_ATTR_FOR,b-0zTLMQOZhiCp9GFtegiFsw
b-xA6L2w_TlbxHubb1xeBE8w,HAS_ASPECT,Staff
u-zSaIbSCTB9ug09pOqf8_vw,RATE,b-mOsKIonnlHllP9gfbXdgnQ
b-BxkVct02QHybp54ATZgkUQ,HAS_MENU,Chicken_Biryani
b-MgsOZpYSntKSCzNROiWgYQ,HAS_MENU,Tandoori_Chicken
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_REVIEW,r-_h9XS3Q5ii7CmxTSmt5JGQ
u-j3pJzAg_LOowGpSKum5q3A,WRITE_REVIEW,r-luTf7MjCEOrBu2A-RGQNtQ
Tender,MENU_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
u-vg_3ZeoANSgqRZFBAmRKRg,WRITE_REVIEW,r-xJ1WF-cuxJhnQLaoTZW6tA
Food_Tasty,ASPECT_ATTR_FOR,b-jb0-JZMt-6Khsh-VwsDtLQ
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_REVIEW,r-ubt_K4BWuQrMMRc1bedxkg
u-fLD6rRsqwXLoIhOUeFnQBA,WRITE_REVIEW,r-Y49HNR2b4BNY6HyB3lT9Ow
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_ASPECT,Service
Fries_Great,MENU_ATTR_FOR,b-qcqDjeirxvdgW5kQVkEwSA
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_ASPECT,Food
u-CY7Mtn1xuifQrI2S96BaQQ,VISIT,b-LZWXP-D4YPlzsFjVx6b9XA
u-yphnJ8zYbJF7Y3QbtMj91g,VISIT,b-COfzp0tze_F8N13zn40zzg
u-CxDOIDnH8gp9KXzpBHJYXw,RATE,b-Q8uwArm4h8bhsqxw84Gd8w
b-BoiAZQB9AHRvazM055GFOw,HAS_REVIEW,r-b-s3eLGE3n4TrDGDznutYA
b-MgsOZpYSntKSCzNROiWgYQ,HAS_MENU,Naan
Service_Slow,ASPECT_ATTR_FOR,b-35KvoWbA3kEsdckaWqG3OA
u-HvDBT2whHCalPX7eWgmrqw,WRITE_REVIEW,r-_0iys1LqjxjPIFyF0RCg9g
Ras_Malai,IS,Ras_Malai_Delicious
u-775ArA9kf7oSw6THF_eOiQ,RATE,b-f7RXwcus_-EOsR0q5ctVjw
b-kfwpXBsMQLqhUvscWB6b9g,HAS_REVIEW,r-rX8hR3v3anND3p5sF1gZHQ
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-Cw8v5zE57tpwz4ceRlS5Nw
b-De8Z9rLZOmf-icp3gDxCZA,HAS_REVIEW,r-84sSjH9tY-52jQlgNCVDMg
b-35KvoWbA3kEsdckaWqG3OA,HAS_MENU,Mango_Lassi
b-k9PfKE7KfztoMpOSx25UpA,HAS_CATEGORY,Fast_Food
Tandoori_Amazing,MENU_ATTR_FOR,b-geMa0_CtMOctkUhf_JXK9Q
b-_X0M7EMx475KZSX9wAsmgg,HAS_ASPECT,Food
b-BoiAZQB9AHRvazM055GFOw,LOCATED_IN,Las_Vegas-United_States
u-P-zcn6bAoY-k00JAli6QGg,VISIT,b-oVuZtlCFg_zF090Nhtp0Ow
u-zSaIbSCTB9ug09pOqf8_vw,HAS,u-zSaIbSCTB9ug09pOqf8_vw
b-0zTLMQOZhiCp9GFtegiFsw,HAS_REVIEW,r-U0_BVD8Ud-RRCLmhn6oqjg
u-SKgQIHJVj7JU60kBKo8OZw,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
u-WE_mkPYJQoFOoNEVfSiGAw,RATE,b-f7RXwcus_-EOsR0q5ctVjw
u-9MD2Ry2jQ08z1_4VKpEmfQ,ORDERED,Delivery
b-BxkVct02QHybp54ATZgkUQ,HAS_REVIEW,r-5JGiV3uTym1PXSYy61mcXA
Staff,IS,Staff_Attentive
u-FH1zzokLaW3C7meH7HQF9A,RATE,b-MgsOZpYSntKSCzNROiWgYQ
u-nxGp5E60gmT17SsInL76OQ,WRITE_REVIEW,r-KcSR2kEfXDrvkCkJQ-Ongw
u-9W0mvEI5u1LmoNEPSXNwyQ,VISIT,b-GC9Re0tKAnecMww3DB638g
b-qhKNZTtTT6GLnPzQny-v9Q,HAS_MENU,Mango_Lassi
Cold,MENU_ATTR_FOR,b-SxuD7iY8QO88PNbSdNmNKg
Food_Quality,IS,Food_Quality_Poor
u-UGXxwHQCIMyvbBpn-ZDNDA,ORDER,Lamb
u-vHdOQOmSBzxPXl6E9a6UmQ,WRITE_REVIEW,r-LVhZc-aZhXnCoEMjYa7Oww
Food,IS,Food_Bad
b-dg4EMyM1feTEWfLPSbunrg,HAS_REVIEW,r-WViavLIa1wmRKaC-kTZDew
u-k-wA4IGgPBsrljO0ZnCeug,VISIT,b-DxbdfvNYPCyiLJDDPJK3Tg
u-xM9pDcxqR-tUvAYWPG_zvA,WRITE_REVIEW,r-H2iu7stQp4RhF4gkMh4kiw
u-oaYB_b62fqtJCbeKFWg8Sg,HAS_FRIEND,u-Wx7cbLDqYEL3_aVZwh82Ww
u-OIFQ2gezW6NRsEdfRZ4Odg,WRITE_REVIEW,r-xLKlDJPl3bfpwohNQuvwFA
u-XlJlUXOW96CYDphHojR3pw,RATE,b-7xA6iSP0Ndn08tpBFQtUKA
u-eUiAbOh5AbbRAlBHlCTAYw,VISIT,b-BxkVct02QHybp54ATZgkUQ
u-Fantoh6E7ScHhZjY6Nzq_A,RATE,b-y4z0iQZWN4R2Fk8SiPQU5A
u-e8uW3bMQpj6SYw0FLKC26Q,VISIT,b-jb0-JZMt-6Khsh-VwsDtLQ
u-ZPz3QcLM9cBmS7znlLEb3Q,WRITE_REVIEW,r-z2kR8N3uBJ4RcoQ-6JzdpA
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_ASPECT,Staff
u-03M8nAtDQGDtXg_nqrPobQ,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
u-PX8kjj_GwRqVz8zl9hTDxQ,RATE,b-f7RXwcus_-EOsR0q5ctVjw
b-MgsOZpYSntKSCzNROiWgYQ,HAS_MENU,Dinner
b-Ksk5cLav4OtbUtpRGp5b4g,HAS_REVIEW,r-FQSmil2wnUXRV34vCMdvlQ
Food,IS,Food_Ready
b-GC9Re0tKAnecMww3DB638g,HAS_MENU,Ice_Cream
b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_MENU,Naan
Food_Great,ASPECT_ATTR_FOR,b-De8Z9rLZOmf-icp3gDxCZA
b-vCx6uieEF0W0mKFK4sT3Yg,HAS_MENU,Chicken_Dish
u-zvXz3SSLD7EtaKYPAzhEPg,ORDER,Pakwan_Biryani
u-gCp21sfvL6HnQOvapeV7sw,VISIT,b-3wJ4kJsJhayyfJ30HsS04g
u-IQ8JZGg2po5YrcYqCBQQrw,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
u-HvDBT2whHCalPX7eWgmrqw,ORDER,Salad
u-_mnjOM88Gh4tUe-YAGQAbQ,RATE,b-V_jIfMz9Z7a5mthleRq0_w
u-CgaxrZFHnfdXT8goelBTaA,VISIT,b-scM6rLQqoz5dEIgwz_JFsg
b-7vgWonwfqRt9pxR1c00Ulw,HAS_ASPECT,Take_Out
u-ckIQDdwuyDkVk_GRsRy46w,WRITE_REVIEW,r-X3WBHHu0vITCWsVtY1zbmw
b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-MWbJ-_xjh3kpYHUzGUOStg
u-ia4zPwafRCP53vDbrTpnkg,RATE,b-YywWkWX235ZurTWSLqNPog
Food,IS,Bad
Kebab_Tasty,MENU_ATTR_FOR,b-Q8uwArm4h8bhsqxw84Gd8w
u-ExwxHbVlRRR8-d_54lHe1A,RATE,b-j9YFHVQqxM_qKHIc4nck-A
u-ZzA0SBWKSRJA8y5tlszrjQ,RATE,b-BxkVct02QHybp54ATZgkUQ
u-Mk9ekByCVSifYjfPty8kIw,WRITE_REVIEW,r-H-6aOqMTc1Cz65XrXhhmkw
u-q9JelqHqac06PkAe5p2uvw,WRITE_REVIEW,r-aTnkbxb8hzVOoeQHEDbN1A
Zucchini_Pakora,IS,Zucchini_Pakora_Cold
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_ASPECT,Service
u-3WXmLAkfxW8Y_urexfSs7Q,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
b-vCx6uieEF0W0mKFK4sT3Yg,HAS_ASPECT,Wifi
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_MENU,Biryani
u-ETk-jcQbgVCNMGLsRCYATg,VISIT,b-7vgWonwfqRt9pxR1c00Ulw
u-FwKfsey3SqpsxLz3_2raFw,ORDER,Naan
b-nbf4o8gUP2y9JKFE2wBO2A,HAS_REVIEW,r-LNIPQUh7DpzCMmNUa1qc9g
Food_Greasy,ASPECT_ATTR_FOR,b-Pzs43Fkub-6A9hA1zqpF_w
u-hG-Vaiobo_swSinRvINUfg,RATE,b-MgsOZpYSntKSCzNROiWgYQ
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_REVIEW,r-sf6LLXtnMSnSuI88HKuToQ
u-wsG5qmqhGcXLZALRDNPD3g,WRITE_REVIEW,r-M1s8Mf68rCNENpxsjVYekw
u-a_GjlE2X__OFax_IrrpWoQ,RATE,b-Dd1w7xR7Xs3bthwusgy33Q
u-XgmEAWKBxlQ3vetV5ZXeow,ORDER,Vegetables_Jalfrezi
u-FTsYsxk0-vsSk4uil1VD5g,VISIT,b-gA4bnK91phT5FTzG4ki3Dw
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Naan
u-986D6wn2BiPvscg-kLLGJA,WRITE_REVIEW,r-PM6uT4B_txGwq81smwVypg
b-LwXo16VrGPhhOWc_Wj7ifw,HAS_REVIEW,r-1Bt3f-ZABwIb0wlGpFnNnw
u-amIZAs1U-ooyHYLdobV-UA,WRITE_REVIEW,r-8WGnIwUtVDX3ahU_coQ2tA
Montréal-Canada,LOCATED_IN,Canada
u-eSAE6NS-wEbOtSh8SFP6lQ,VISIT,b-YywWkWX235ZurTWSLqNPog
u-g_Q_ZaZpIOdlTcceyNsqRg,ORDERED,u-g_Q_ZaZpIOdlTcceyNsqRg
b-vCx6uieEF0W0mKFK4sT3Yg,HAS_REVIEW,r-U0NO828XgiSD6ISH14C9IQ
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-4pj132Q0iVvbMwcqksq4Ig
Food,IS,Food_Delicious
b-BxkVct02QHybp54ATZgkUQ,HAS_MENU,Lamb_Korma
u-OIVAJo8QryN-bJOjOvxkVQ,VISIT,b-DxbdfvNYPCyiLJDDPJK3Tg
Beer,IS,Beer_Pricey
u-It-sLq9NQMIl9tqdY31Tyg,VISIT,b-Dh2Z3WNu6M71LbMNHEeg3w
b-BoiAZQB9AHRvazM055GFOw,HAS_ASPECT,Food
